id,Title,Type,Price_Raw,Price_Billion,Area_m2,District,City,Address,Bedrooms,Toilets,Post_Time,Link,Description,Price_Per_m2_Million,Width_m,Is_MatTien,Price_Per_m2,Floors,Ward
77d338cb-abbc-43e3-9a99-eb76c22adb3f,"Nhà MT đường số phường Chánh Hưng. Giá 5,28 tỷ bớt lộc",Nhà mặt đường,Giá:                                                                                                                                             5.28                                                                                                                                                                                                                 Tỷ,5.28,41.0,Quận 8,Thành phố Hồ Chí Minh,"Đường Đường Số 18, 4",4,4,11/11/2025,https://nhadat24h.net.vn/du-an/nha-mt-duong-so-phuong-chanh-hung-gia-528-ty-bot-loc/40532,"Nhà MT đường số phường Chánh Hưng. Giá 5,28 tỷ bớt lộc
 + Diện tích : 4.35 x 9.5m. Tổng diện tích sử dụng 160m2
+ Kết cấu: Trệt, 2 lầu, 4PN, 4WC, phòng khách, bếp, ban công.
+ Vị trí đẹp, vô ở liền, khu dân trí cao. Xe hơi đỗ cửa, kế bên trường học Lương Văn Can, cách cầu Chánh Hưng 50m, nhiều tiện ích xung quanh.
+ Pháp lý : Sổ hồng riêng, hoàn công.
+ Giá : 5.28 Tỷ (Bớt lộc)
*** Hỗ Trợ Vay Ngân Hàng *** 
FB: Bđs Tâm Điền
Liên hệ: Mr Hiếu - 0903 896 631
☎️ 0️⃣ x 9️⃣ x 0️⃣ 3.. 8️⃣   9️⃣ x 6️⃣ x 6️⃣ x 3️⃣ x 1️⃣
☎️ 0️⃣ x 9️⃣ x 0 3.. 8️⃣  . x 9  x  .. 1️⃣  x 3 x 3️⃣ 6
Công Ty Bất Động Sản Tâm Điền
Địa chỉ: 43 Dương Quang Đông, P. Chánh Hưng, TP. Hồ Chí Minh
Nhận Ký Gửi Nhà Đất Các Quận TP.HCM",128.78,3.0,1,128.78,3.0,
34c726fa-59ca-4aaf-91db-683839fea1f8,"Bán nhà mặt tiền 3 tầng 6.6x28m giá 16,99 tỷ Đường Trương Thị Hoa",Nhà mặt đường,Giá:                                                                                                                                             16.99                                                                                                                                                                                                                 Tỷ,16.99,80.0,Quận 12,Thành phố Hồ Chí Minh,"Đường Trương Thị Hoa, Trung Mỹ Tây",5,5,18/11/2025,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-3-tang-66x28m-gia-1699-ty-duong-truong-thi-hoa/41675,"🔥 Chủ giảm 2,5 tỷ – Bán gấp biệt thự mini MT Trương Thị Hoa (TTH07), P. Tân Thới Hiệp, Q12


DT: 6,6 × 28m – 1 trệt, 2 lầu, mái Thái

Công năng: Sân đậu 2 ô tô, PK – bếp rộng, 5PN, 5WC, sân thượng trước sau

Nhà mới đẹp, tặng nội thất – vào ở ngay
📍 Vị trí: Cách Metro 300m, 500m sang Gò Vấp, gần UBND – chợ – tiện ích; phù hợp kinh doanh đa ngành
📑 Sổ hồng – hoàn công đủ – hỗ trợ bank
💥 Giá bán gấp: 16 tỷ 990 triệu (giảm từ 19,5 tỷ)
📞 LH: 0919 781 159 (Mr. Quyến)",212.38,5.0,0,212.38,3.5,Tân Thới Hiệp
ca3d7226-45b1-4fb6-a698-536bc479f744,"Nhà Mặt tiền đường Phong Phú - P11, Giá : 5,6 Tỉ (TL)",Nhà mặt đường,Giá:                                                                                                                                             5.6                                                                                                                                                                                                                 Tỷ,5.6,44.0,Quận 8,Thành phố Hồ Chí Minh,"Đường Phong Phú, 11",2,3,16/12/2025,https://nhadat24h.net.vn/du-an/nha-mat-tien-duong-phong-phu-p11-gia-56-ti-tl/45461,"Nhà Mặt tiền đường Phong Phú - P11
+ Diện tích: 2.9m x 15.3m – 44.4m2
+ Kết cấu: 1 Trệt - 1 lầu - 2pn - 3wc.
+ Vị trí: Nhà gần cầu Chà Và, chợ Xóm Củi - tiện mua bán kinh doanh.
+ Hướng : Tây Nam
+ Giá : 5,6 Tỉ (TL)
*** Hỗ Trợ Vay Ngân Hàng *** 
Liên hệ: Mr Vũ - 0988 467 678
☎️ 0️⃣ x 9️⃣ x 8️⃣ 8.. 4️⃣ 6 7 6️⃣ 7 8️⃣  
Công ty Bất Động Sản Tâm Điền
Địa chỉ: 43 Dương Quang Đông, P. Chánh Hưng, TP. Hồ Chí Minh
Nhận Ký Gửi Nhà Đất Các Quận TP.HCM",127.27,2.9,1,127.27,2.0,11
d9206372-26a0-4aab-bd05-41807c8162e0,TRUNG TÂM QUẬN 9 – SIÊU PHẨM MẶT TIỀN LÃ XUÂN OAI – 198M² – 2 TẦNG BTCT – GIÁ 24 TỶ,Nhà mặt đường,Giá:                                                                                                                                             24                                                                                                                                                                                                                 Tỷ,24.0,198.0,Quận 9,Thành phố Hồ Chí Minh,"Đường Lã Xuân Oai, Tăng Nhơn Phú A",4,4,04/12/2025,https://nhadat24h.net.vn/du-an/trung-tam-quan-9-sieu-pham-mat-tien-la-xuan-oai-198m2-2-tang-btct-gia-24-ty/44428,"Diện tích chuẩn đẹp: 196m² – ngang 7.48m, dài 25.93m.

 Kết cấu BTCT 2 tầng: 1 trệt 1 lầu, sân để nhiều ô tô, 4PN – 4WC khép kín, 1WC trệt, phòng khách, bếp, phòng thờ, ban công thoáng.
 Vị trí vàng: Mặt tiền đường số 102, P. Tăng Nhơn Phú A – ngay Lã XUÂN OAI, sát UBND phường.
 Tiện ích bủa vây: Chợ đêm Man Thiện, chợ Lã Xuân Oai, Vincom Lê Văn Việt, siêu thị, bệnh viện, trường học, ĐH – không thiếu gì.

 Liên hệ xem nhà ngay – Toàn Tâm",121.21,7.48,1,121.21,2.0,Tăng Nhơn Phú A
701f4eb9-7df4-45aa-898d-2f3b100695a4,"SANG GẤP NHÀ MT ĐƯỜNG SỐ - NGANG 4M - 3 TẦNG - P. TÂN QUY, Q7 - NHỈNH 12 TỶ ( TL )",Nhà mặt đường,Giá:                                                                                                                                             12                                                                                                                                                                                                                 Tỷ,12.0,80.0,Quận 7,Thành phố Hồ Chí Minh,"Đường 43, Tân Quy",2,3,18/11/2025,https://nhadat24h.net.vn/du-an/sang-gap-nha-mt-duong-so-ngang-4m-3-tang-p-tan-quy-q7-nhinh-12-ty-tl/41653,"SANG GẤP NHÀ MT ĐƯỜNG SỐ - NGANG 4M - 3 TẦNG - P. TÂN QUY, Q7 - NHỈNH 12 TỶ ( TL )
👉  Mặt tiền đường hiếm với vị trí đắc địa Tân Quy hoàn công đủ 3 tầng, 2 PN, 3 WC 👉  Thiết kế cầu thang phía sau nhà , phía trước để suốt tiện mở văn phòng công ty, gia chủ có thể về để cải tạo phòng ngủ theo nhu cầu 👉  Diện tích 80m2 , ngang nhà 4m, pháp lý chuẩn.
* 61 * Cam kết nhà như hình, miễn tiếp môi giới / trung gian.
Zalo : 0708 63 25 12Ngân - Nhà Xinh",150.0,4.0,1,150.0,3.0,Tân Quy
873fd28b-f0e3-4078-8efa-a0033a1e5720,"NHÀ PHỐ GẦN KDC ANH TUẤN – NHÀ BÈ, 4 TẦNG, FULL NỘI THẤT, 10.3 TỶ",Nhà mặt đường,Giá:                                                                                                                                             10.3                                                                                                                                                                                                                 Tỷ,10.3,80.0,Huyện Nhà Bè,Thành phố Hồ Chí Minh,GẦN KDC ANH TUẤN – NHÀ BÈ,4,5,28/10/2025,https://nhadat24h.net.vn/du-an/nha-pho-gan-kdc-anh-tuan-nha-be-4-tang-full-noi-that-103-ty/39868,"NHÀ PHỐ GẦN KDC ANH TUẤN – NHÀ BÈ, 4 TẦNG, FULL NỘI THẤT, 10.3 TỶ
 Vị trí: Khu dân trí cao, nhà cao tầng đồng bộ, đường 8m thông thoáng, đầy đủ tiện ích, cách trung tâm Quận 7 chỉ vài phút.
 Diện tích: 5 x 16m (80m²)
 Kết cấu: 1 trệt, 3 lầu, 4 phòng ngủ, 5WC, gara ô tô, ban công trước sau.
 Nội thất: Tặng full nội thất cao cấp – chỉ việc xách vali vào ở ngay.
 Phong cách: Nhà mới xây, thiết kế sang trọng hiện đại, các phòng ngủ đều có cửa sổ thoáng mát.
 Sổ hồng riêng – Hoàn công chuẩn chỉnh – Hỗ trợ vay ngân hàng.
 Liên hệ: Mai Trung – 0906 690 693 để xem nhà thực tế!
 Nhà Thật – Ảnh Thật – Giá Thật",128.75,5.0,0,128.75,4.0,
329561bc-8bbb-48c1-88d7-2aa4ca485235,NHÀ SIÊU ĐẸP TẶNG NỘI THẤT 5 TẦNG -  KDC SAVICO TAM BÌNH - ĐƯỜNG SỐ 12- 18.5 TỶ,Nhà mặt đường,Giá:                                                                                                                                             18.5                                                                                                                                                                                                                 Tỷ,18.5,120.0,Quận Thủ Đức,Thành phố Hồ Chí Minh,"Đường Số 12, Tam Bình",7,8,21/11/2025,https://nhadat24h.net.vn/du-an/nha-sieu-dep-tang-noi-that-5-tang-kdc-savico-tam-binh-duong-so-12-185-ty/42083,"NHÀ SIÊU ĐẸP TẶNG NỘI THẤT 5 TẦNG -  KDC SAVICO TAM BÌNH - GÒ DƯA THỦ ĐỨC- ĐƯỜNG SỐ 12- 18.5 TỶ+ Diện tích 120m2 Ngang 6m rất đẹp, rộng rãi+ Kết cấu: 5 tầng, 7 phòng ngủ, 8wc, có 1 phòng ngủ dưới trệt.+ Khu dân cư an ninh, yên tĩnh.+ Gần Chợ Tam Bình , Bệnh viện thủ đức, trường học cấp 1.2.3 đầy đủ + Pháp lý: sổ hổng riêng, công chứng ngay+ Gần Chung cư Saigon Avenue, Chung cư Sunview Gò Dưa, đường Gò Dưa, Tô Ngọc Vân, Phú Châu, Tỉnh Lộ 43, Quốc Lộ 1 A,..Liên hệ 0988969850 Kim Quí xem nhà.",154.17,6.0,0,154.17,5.0,
f4aa3194-1899-42de-a1a4-5c9220e430dc,MẶT TIỀN CITYLAND PHAN VĂN TRỊ - 90M² - 4 TẦNG - NHÀ ĐẸP KINH DOANH VIP - 19.3 TỶ TL,Nhà mặt đường,Giá:                                                                                                                                             19.3                                                                                                                                                                                                                 Tỷ,19.3,90.0,Quận Gò Vấp,Thành phố Hồ Chí Minh,Cityland,4,4,27/10/2025,https://nhadat24h.net.vn/du-an/mat-tien-cityland-phan-van-tri-90m2-4-tang-nha-dep-kinh-doanh-vip-193-ty-tl/39854,"MẶT TIỀN CITYLAND PHAN VĂN TRỊ - 90M² - 4 TẦNG - NHÀ ĐẸP KINH DOANH VIP - 19.3 TỶ TL 
Bán nhà Gò Vấp, mặt tiền khu Cityland Center Hills, vị trí siêu đẹp, vỉa hè 5m, thuận tiện kinh doanh. 
Kết cấu: 1 trệt 3 lầu, ban công, gồm 4 phòng ngủ, 4wc, nội thất cao cấp. 
Diện tích: 5x18m, 90m², xây dựng đủ. 
Khu dân cư sang trọng, gần Lotte Mart, Vincom, Phan Văn Trị, Trần Thị Nghỉ 
Phù hợp khách mua ở, làm văn phòng, spa, showroom. 
Sổ hồng riêng, hoàn công đủ, công chứng ngay. 
Anh chị nào tìm nhà Cityland đẹp, liên hệ Minh xem nhà liền nha 💕 
mua bán nhà đất quận Gò Vấp giá rẻ
bán nhà Gò Vấp",214.44,5.0,1,214.44,4.0,
4b0a98c1-3b68-48c8-8799-582fb7774482,"🏠 BÁN NHÀ MẶT TIỀN HUỲNH TẤN PHÁT, CHỈ 200M ĐẾN QUẬN 4 – VỊ TRÍ ĐẮC ĐỊA, GIÁ CHỈ 13 TỶ 🏠",Nhà mặt đường,Giá:                                                                                                                                             11.1                                                                                                                                                                                                                 Tỷ,11.1,62.0,Quận 7,Thành phố Hồ Chí Minh,"Đường Huỳnh Tấn Phát, Tân Thuận Tây",2,0,21/11/2025,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-huynh-tan-phat-chi-200m-den-quan-4-vi-tri-dac-dia-gia-chi-13-ty/42079,"🏠 BÁN NHÀ MẶT TIỀN HUỲNH TẤN PHÁT, CHỈ 200M ĐẾN QUẬN 4 – VỊ TRÍ ĐẮC ĐỊA, GIÁ CHỈ 11.1 TỶ 🏠
　
🌟 Vị trí tuyệt vời ngay khu vực Khu Chế Xuất Tân Thuận, cách Quận 4 chỉ 200m – Mặt tiền đường Huỳnh Tấn Phát, giao thông thuận tiện, khu vực phát triển mạnh mẽ.
　
✅ Thông tin chi tiết:
　
Diện tích: 5.34m x 11.5m, kết cấu: 1 trệt, 1 lửng, 2 phòng ngủ
　
Đường trýớc nhà: 20m, thoáng mát, giao thông thuận tiện
　
Pháp lý: Sổ hồng riêng, hoàn công đầy đủ
　
🚗 Tiện ích và giao thông:
　
Vị trí đắc địa: Nằm ngay mặt tiền đường lớn Huỳnh Tấn Phát, dễ dàng di chuyển đến Quận 4, Quận 1, Quận 7 qua các tuyến đường chính nhý Nguyễn Tất Thành, Nguyễn Thị Thập, Nguyễn Văn Linh.
　
Gần các khu công nghiệp, cảng Bến Nghé và Khu Chế Xuất Tân Thuận – thuận lợi cho các hoạt động kinh doanh, làm việc, và sinh sống.
　
Tiện ích xung quanh: Khu vực dân cý ðông ðúc, ðầy đủ tiện ích nhý siêu thị, bệnh viện, trýờng học, chợ Tân Thuận, và các khu mua sắm, giải trí.
　
💥 Giá bán: 13 tỷ – Thýõng lýợng chính chủ
　
📈 Đầu tý tiềm năng: Khu vực phát triển mạnh, giao thông thuận lợi, gần trung tâm thành phố, thích hợp cho các dự án xây dựng nhà ở, văn phòng hoặc đầu tý kinh doanh.
　
📞 Liên hệ ngay để xem nhà và nhận thêm thông tin chi tiết!
　
☎️ Hotline: [0815.677.678]
📩 Inbox để được tý vấn và hỗ trợ ngay lập tức!",179.03,5.34,1,179.03,1.0,Tân Thuận Tây
48625184-15aa-4ed7-8dfd-aba71d9fc408,"Biệt thự Mini, gần Lê Văn Chí, Linh Trung, Thủ Đức, 210m2 - Giá tốt.",Nhà mặt đường,Giá:                                                                                                                                             15                                                                                                                                                                                                                 Tỷ,15.0,210.0,Quận Thủ Đức,Thành phố Hồ Chí Minh,"Đường Số 11, Linh Trung",3,2,10/11/2025,https://nhadat24h.net.vn/du-an/biet-thu-mini-gan-le-van-chi-linh-trung-thu-duc-210m2-gia-tot/40439,"Biệt thự Thủ Đức, Nhà Thủ Đức ở ngay - Gần Metro Thủ Đức. 
👉 Dt 8x26 200m2 Hiện trạng nhà cấp 4 mới 3pn rộng, PK, Bếp, 2wc, Sân rộng đậu 2 ô tô..
👉 Vị trí sát CC Phúc Lộc Thọ Thuận lợi duy chuyển vào trung tâm 30 phút.
👉 Hẻm ô tô - Sổ hồng riêng không quy hoạch.
LH Đăng Quang - 0899813277 






Linh Trung_A141",71.43,2.0,0,71.43,1.0,
